"","home_range","core_range","name","night_date"
"1","107.767049682617","28.7046577636719","Ebony","2018-06-20"
"2","13.6841104248047","2.03558942871094","Ebony","2018-06-21"
"3","205.52488034668","37.6312740966797","Ebony","2018-06-22"
"4","67.6739034667969","18.3620736572266","Ebony","2018-06-23"
"5","5.10446755371094","1.31824211425781","Ebony","2018-06-24"
"6","21.6883626220703","4.04106369628906","Ebony","2018-06-25"
"7","48.4531394287109","11.3917115722656","Ebony","2018-06-26"
"8","195.224108081055","41.0085603515625","Ebony","2018-06-27"
"9","143.627881835938","28.7719000488281","Ebony","2018-06-28"
"10","148.729522729492","18.8186624755859","Ebony","2018-06-29"
"11","31.1372524658203","4.74745549316406","Ebony","2018-06-30"
"12","409.512071606445","97.0209825683594","Ebony","2018-07-01"
"13","16.9555050048828","3.47134858398437","Ebony","2018-07-02"
"14","6.34361359863281","1.35982421875","Ebony","2018-07-03"
"15","55.5663199707031","8.50659926757812","Ebony","2018-07-04"
"16","50.3602176757813","9.47765473632812","Ebony","2018-07-05"
"17","22.8407366455078","5.62886589355469","Ebony","2018-07-06"
"18","162.51265090332","33.0614568603516","Ebony","2018-07-07"
"19","85.3479824951172","23.0063327636719","Ebony","2018-07-08"
"20","11.8094849853516","3.13004777832031","Ebony","2018-06-09"
"21","84.7485620361328","24.1497500488281","Ebony","2018-06-11"
"22","74.2815829833984","14.7841173339844","Ebony","2018-06-12"
"23","105.208303271484","26.65183046875","Ebony","2018-06-13"
"24","55.2088388427734","14.7256260498047","Ebony","2018-06-14"
"25","28.7767667480469","5.09035874023438","Ebony","2018-06-17"
"26","101.248368408203","19.4280771240234","Eevee","2018-06-18"
"27","13.1948070068359","3.21277622070312","Eevee","2018-06-22"
"28","6.57702155761719","1.77799091796875","Eevee","2018-06-23"
"29","78.7819116455078","20.2177109863281","Eevee","2018-06-24"
"30","48.9581612304687","12.8512618896484","Eevee","2018-06-25"
"31","16.3353273681641","2.28319543457031","Eevee","2018-06-26"
"32","40.2910485107422","11.4731241455078","Eevee","2018-06-27"
"33","136.576159594727","32.2478335449219","Eevee","2018-06-28"
"34","73.4057147705078","14.9324236572266","Eevee","2018-06-30"
"35","106.883538085938","28.9262262207031","Eevee","2018-07-01"
"36","168.280726831055","40.7384272216797","Eevee","2018-07-02"
"37","109.124339038086","25.6857600341797","Eevee","2018-07-04"
"38","131.401392675781","26.6924596923828","Eevee","2018-07-05"
"39","40.1048744873047","6.97830886230469","Eevee","2018-06-10"
"40","21.1033155517578","3.22742573242187","Eevee","2018-06-11"
"41","86.1902440429687","22.0780054931641","Eevee","2018-06-12"
"42","78.54022265625","21.1775341552734","Eevee","2018-06-13"
"43","75.7940894287109","17.7594622314453","Eevee","2018-06-14"
"44","68.1062820068359","13.6388555175781","Eevee","2018-06-15"
"45","265.228382080078","65.1466713867188","Eevee","2018-06-17"
"46","54.529988671875","10.5570008056641","Fauna","2018-06-18"
"47","53.4418044433594","8.8003404296875","Fauna","2018-06-19"
"48","99.6947803710938","28.8910065185547","Fauna","2018-06-20"
"49","91.1741021484375","18.7863434082031","Fauna","2018-06-10"
"50","36.5397391601563","6.49806040039063","Fauna","2018-06-11"
"51","42.0198322509766","8.38345417480469","Fauna","2018-06-12"
"52","35.2504075195313","6.05419504394531","Fauna","2018-06-13"
"53","5.10474716796875","1.02416333007812","Fauna","2018-06-14"
"54","53.3868249267578","13.6774569580078","Fauna","2018-06-15"
"55","73.8825623291016","18.8962730957031","Fauna","2018-06-16"
"56","16.1662399414062","4.39345427246094","Delta","2018-06-18"
"57","15.8454526611328","3.27092238769531","Delta","2018-06-19"
"58","73.6470970947266","14.8987439697266","Delta","2018-06-20"
"59","1.14144069824219","0.168313330078125","Delta","2018-06-22"
"60","18.823275","4.09970261230469","Delta","2018-06-24"
"61","92.7257094726562","21.4505761962891","Delta","2018-06-25"
"62","10.0436496337891","1.3520568359375","Delta","2018-06-26"
"63","25.2314355957031","5.11108544921875","Delta","2018-06-27"
"64","35.0938013671875","7.41032360839844","Delta","2018-06-29"
"65","110.733990209961","24.8549896972656","Delta","2018-06-30"
"66","24.4372384033203","3.95649645996094","Delta","2018-07-01"
"67","105.912891064453","21.3189731445312","Delta","2018-07-02"
"68","166.383501391602","34.0026757324219","Delta","2018-06-10"
"69","71.9192842285156","19.9925238525391","Delta","2018-06-11"
"70","23.6181263183594","5.54930092773438","Delta","2018-06-12"
"71","47.438035546875","8.30845144042969","Delta","2018-06-13"
"72","84.3813985839844","21.8900230957031","Delta","2018-06-14"
"73","35.9491114990234","9.32994541015625","Delta","2018-06-16"
"74","109.162796655273","30.4151560791016","Flora","2018-06-18"
"75","114.713342626953","21.9548521728516","Flora","2018-06-22"
"76","29.0540953125","7.97781765136719","Flora","2018-06-25"
"77","71.6585076904297","16.4133836914062","Flora","2018-06-26"
"78","39.0460197021484","10.1656212646484","Flora","2018-06-27"
"79","53.2554910888672","12.6653564453125","Flora","2018-06-28"
"80","56.4015677734375","12.6942565185547","Flora","2018-06-29"
"81","11.1488305175781","3.0825015625","Flora","2018-06-30"
"82","105.68577590332","30.6351752197266","Flora","2018-07-01"
"83","12.9748334472656","3.06471259765625","Flora","2018-06-10"
"84","44.9284945068359","11.6195185791016","Flora","2018-06-11"
"85","107.99611784668","29.0842958251953","Flora","2018-06-12"
"86","10.5135314208984","1.84037360839844","Flora","2018-06-16"
"87","27.7546386962891","7.24513310546875","Flora","2018-06-17"
"88","47.1238267822266","8.64673759765625","Pandora","2018-07-04"
"89","33.1189727050781","8.05945412597656","Pandora","2018-07-07"
"90","31.7197699462891","8.60374562988281","Pandora","2018-07-08"
"91","17.3058368164062","4.57002045898438","Pandora","2018-07-09"
"92","1.43027119140625","0.3901486328125","Pandora","2018-07-10"
"93","8.29024011230469","1.69249196777344","Pandora","2018-07-12"
"94","0.441408203125","0.08736591796875","Pandora","2018-07-13"
"95","17.8453809082031","4.80923273925781","Pandora","2018-07-14"
"96","4.24099743652344","0.761233837890625","Pandora","2018-07-15"
"97","10.3282926757813","2.71607082519531","Pandora","2018-07-16"
"98","0.67366884765625","0.104112719726562","Pandora","2018-07-19"
"99","9.22280407714844","1.45804187011719","Pandora","2018-07-20"
"100","7.702236328125","1.30251013183594","Pandora","2018-07-21"
"101","5.32718835449219","0.920526416015625","Pandora","2018-07-22"
"102","33.9815864746094","6.59046088867187","Pandora","2018-07-23"
"103","10.969646875","2.50071022949219","Pandora","2018-07-24"
"104","330.408832788086","70.3338155761719","Pandora","2018-07-25"
"105","53.2255898925781","12.0981002197266","Pandora","2018-07-26"
"106","73.9555748535156","17.7451563476562","Pandora","2018-07-27"
"107","34.4800558837891","8.79561433105469","Pandora","2018-07-28"
"108","21.5432451171875","5.93733203125","Pandora","2018-07-17"
"109","426.832486694336","111.961738256836","Myrtle","2018-06-28"
"110","29.2182741455078","5.9080955078125","Myrtle","2018-06-30"
"111","44.5505647460937","10.3150247558594","Myrtle","2018-07-01"
"112","8.892727734375","2.34135607910156","Myrtle","2018-07-03"
"113","23.9556777832031","5.27757604980469","Myrtle","2018-07-04"
"114","19.3545262939453","3.09934353027344","Myrtle","2018-07-05"
"115","40.8708060058594","10.7247985351562","Myrtle","2018-07-06"
"116","7.03475891113281","1.95399011230469","Myrtle","2018-07-07"
"117","41.9988927490234","11.6874566650391","Myrtle","2018-07-08"
"118","52.6736079101562","10.0211047851563","Myrtle","2018-07-09"
"119","173.655661279297","48.9129971435547","Myrtle","2018-07-12"
"120","47.5172400146484","8.44283010253906","Myrtle","2018-07-13"
"121","27.5205947021484","4.47900227050781","Myrtle","2018-07-14"
"122","312.784019067383","85.8931697509766","Myrtle","2018-07-15"
"123","709.863843310547","181.965974267578","Indianna","2018-06-29"
"124","40.8242665283203","10.0856465820313","Indianna","2018-06-30"
"125","58.1548780273437","11.1409995605469","Indianna","2018-07-01"
"126","205.096788720703","34.9473720947266","Indianna","2018-07-02"
"127","258.722065795898","55.2134301757812","Indianna","2018-07-05"
"128","320.616470263672","52.2597027099609","Indianna","2018-07-06"
"129","228.443529858398","50.6230592285156","Indianna","2018-07-07"
"130","262.6734890625","67.833913671875","Indianna","2018-07-08"
"131","84.6281128173828","15.7892984619141","Indianna","2018-07-09"
"132","11.0141096679688","2.96341401367187","Indianna","2018-07-10"
"133","573.892172802734","127.954660888672","Indianna","2018-07-11"
"134","4.28538557128906","0.591857055664063","Indianna","2018-07-12"
"135","32.3826734375","6.41613364257813","Indianna","2018-07-13"
"136","53.5157909423828","12.7553457519531","Indianna","2018-07-14"
"137","154.830238037109","32.1520362792969","Indianna","2018-07-15"
"138","313.0505328125","55.7180374267578","Indianna","2018-07-16"
"139","39.9521189453125","5.62572526855469","Indianna","2018-07-18"
"140","87.0232710205078","17.7315537841797","Indianna","2018-07-19"
"141","41.897078515625","10.4891376708984","Indianna","2018-07-17"
"142","259.97213515625","71.75265234375","Luaner","2018-06-29"
"143","281.742206689453","74.7938750976563","Luaner","2018-07-03"
"144","30.9369983886719","4.49663327636719","Luaner","2018-07-04"
"145","88.1224447265625","13.2127121826172","Luaner","2018-07-05"
"146","81.3355932861328","15.2102770263672","Luaner","2018-07-06"
"147","98.8970307373047","21.9622876953125","Luaner","2018-07-07"
"148","455.649640600586","120.785468139648","Luaner","2018-07-08"
"149","34.1816044677734","5.61352873535156","Luaner","2018-07-09"
"150","1.97052856445312","0.361842333984375","Luaner","2018-07-10"
"151","6.50809091796875","1.0974611328125","Luaner","2018-07-11"
"152","7.2134552734375","1.47836948242187","Luaner","2018-07-12"
"153","6.60107280273438","1.49626831054688","Luaner","2018-07-13"
"154","8.15340219726563","1.54511882324219","Luaner","2018-07-14"
"155","68.1165551757812","17.3137088134766","Korra","2018-07-02"
"156","64.0374660888672","18.3676275390625","Korra","2018-07-05"
"157","78.5928154296875","15.3818524902344","Korra","2018-07-06"
"158","110.995945385742","29.1519170410156","Korra","2018-07-07"
"159","29.1670741943359","8.05503227539062","Korra","2018-07-08"
"160","74.8508163085937","19.5806035888672","Korra","2018-07-09"
"161","0.596376977539062","0.105974536132813","Korra","2018-07-10"
"162","9.24769311523437","1.59293559570313","Korra","2018-07-12"
"163","5.33109680175781","0.891496313476563","Korra","2018-07-13"
"164","4.25892116699219","0.8684525390625","Korra","2018-07-17"
"165","12.5082150390625","2.41543193359375","Olive","2018-07-04"
"166","830.003384375","240.878645214844","Olive","2018-07-05"
"167","912.704197998047","230.856578564453","Olive","2018-07-06"
"168","496.495930395508","122.414484375","Olive","2018-07-07"
"169","94.5581949951172","15.7538725830078","Olive","2018-07-08"
"170","95.9536470703125","12.5435245605469","Olive","2018-07-09"
"171","27.6749052001953","4.4329298828125","Olive","2018-07-12"
"172","42.6106764648437","8.49863842773438","Olive","2018-07-23"
"173","52.3497131591797","12.3000526855469","Olive","2018-07-24"
"174","8.84938266601563","1.85881232910156","Olive","2018-07-25"
"175","22.7421168701172","3.69063256835938","Olive","2018-07-26"
"176","20.0853766845703","4.06170200195313","Olive","2018-07-27"
"177","214.577383862305","36.3648336669922","Olive","2018-07-28"
"178","293.832213549805","58.3022638671875","Nova","2018-07-04"
"179","424.551991333008","117.297502587891","Nova","2018-07-08"
"180","120.451841088867","30.1040509521484","Nova","2018-07-10"
"181","231.304817553711","57.0687219726562","Nova","2018-07-14"
"182","265.300252661133","72.0257801757813","Nova","2018-07-15"
"183","555.788233740234","141.759889892578","Nova","2018-07-16"
"184","218.575891015625","49.6444573730469","Nova","2018-07-18"
"185","187.344510351562","48.6343259277344","Nova","2018-07-19"
"186","288.350799047852","73.2932696777344","Nova","2018-07-20"
"187","4.68161936035156","0.750987377929688","Nova","2018-07-22"
"188","303.379424023437","82.7626815917969","Nova","2018-07-23"
"189","10.5069955322266","2.03135915527344","Nova","2018-07-24"
"190","65.3717771484375","11.8884649658203","Nova","2018-07-25"
"191","192.438953759766","50.9940411865234","Nova","2018-07-27"
"192","74.9182067626953","11.9402910400391","Nova","2018-07-28"
"193","211.688378393555","33.4063881591797","Nova","2018-07-17"
"194","84.1573383300781","22.0789985107422","Elektra","2018-06-18"
"195","36.9430339599609","6.379328125","Elektra","2018-06-19"
"196","309.454762841797","60.5543750732422","Elektra","2018-06-25"
"197","75.4990968505859","17.6649932128906","Elektra","2018-06-26"
"198","27.7371870605469","4.02564345703125","Elektra","2018-06-29"
"199","26.1216041748047","5.15281936035156","Elektra","2018-06-30"
"200","95.9595896240234","16.2895287109375","Elektra","2018-07-01"
"201","36.8356550048828","9.09780366210937","Elektra","2018-07-02"
"202","78.4219069091797","19.0364350341797","Elektra","2018-06-09"
"203","106.684108642578","28.9721364746094","Elektra","2018-06-10"
"204","116.325105541992","27.6264702392578","Elektra","2018-06-12"
"205","7.32928491210938","1.20125776367188","Elektra","2018-06-13"
"206","22.2799951171875","5.23360283203125","Elektra","2018-06-17"
"207","9.24038049316406","2.48383059082031","Dawn","2018-06-23"
"208","13.7967747802734","1.93791098632812","Dawn","2018-06-25"
"209","97.1046121826172","23.4904733154297","Dawn","2018-06-26"
"210","64.7503371337891","13.8445068115234","Dawn","2018-06-27"
"211","162.038770410156","40.8863865722656","Dawn","2018-06-28"
"212","73.4411075927734","20.5755115478516","Dawn","2018-06-29"
"213","11.6258907470703","1.96765454101562","Dawn","2018-06-09"
"214","71.7339285644531","13.9004111572266","Dawn","2018-06-11"
"215","80.6326452880859","18.8927516113281","Dawn","2018-06-12"
"216","27.6547598632812","6.05842778320312","Dawn","2018-06-16"
"217","889.654917944336","238.18800949707","Juniper","2018-06-29"
"218","36.3294604980469","9.45273005371094","Juniper","2018-07-01"
"219","1718.65279050293","462.203933056641","Juniper","2018-07-02"
"220","57.4239194091797","10.5953906982422","Juniper","2018-07-08"
"221","8.18326293945312","1.64098146972656","Juniper","2018-07-09"
"222","326.700720336914","49.7013783447266","Juniper","2018-07-10"
"223","4.51546804199219","1.01529321289062","Juniper","2018-07-11"
"224","2.97067670898437","0.685193212890625","Juniper","2018-07-12"
"225","38.2286109619141","7.38419958496094","Juniper","2018-07-13"
"226","30.70270234375","5.11653974609375","Juniper","2018-07-14"
"227","27.5657702392578","4.73532158203125","Juniper","2018-07-19"
"228","20.6530672607422","3.72362512207031","Juniper","2018-07-20"
"229","13.7931656005859","4.0520642578125","Juniper","2018-07-17"
